unit,target_rank,quantity,upgrade_material,rarity
necroSpyder,GOLD_1,10,upgHpU017,Uncommon
necroSpyder,GOLD_2,12,upgArmC005,Common
necroSpyder,GOLD_2,24,upgArmC011,Common
necroSpyder,GOLD_2,8,upgArmC012,Common
necroSpyder,GOLD_2,4,upgDmgC007,Common
necroSpyder,GOLD_2,12,upgDmgC009,Common
necroSpyder,GOLD_2,6,upgDmgC015,Common
necroSpyder,GOLD_2,12,upgHpC006,Common
necroSpyder,GOLD_2,6,upgHpC009,Common
necroSpyder,GOLD_2,14,upgHpC014,Common
necroSpyder,GOLD_2,14,upgArmE008,Epic
necroSpyder,GOLD_2,2,upgArmE010,Epic
necroSpyder,GOLD_2,2,upgHpE017,Epic
necroSpyder,GOLD_2,9,upgHpL010,Legendary
necroSpyder,GOLD_2,8,upgArmR006,Rare
necroSpyder,GOLD_2,4,upgArmR015,Rare
necroSpyder,GOLD_2,8,upgDmgR003,Rare
necroSpyder,GOLD_2,12,upgDmgR005,Rare
necroSpyder,GOLD_2,17,upgArmU006,Uncommon
necroSpyder,GOLD_2,17,upgArmU014,Uncommon
necroSpyder,GOLD_2,14,upgDmgU010,Uncommon
necroSpyder,GOLD_2,10,upgDmgU014,Uncommon
necroSpyder,GOLD_2,11,upgHpU014,Uncommon
necroSpyder,GOLD_3,12,upgArmC004,Common
necroSpyder,GOLD_3,12,upgArmC011,Common
necroSpyder,GOLD_3,8,upgArmC012,Common
necroSpyder,GOLD_3,4,upgDmgC007,Common
necroSpyder,GOLD_3,6,upgDmgC008,Common
necroSpyder,GOLD_3,6,upgDmgC009,Common
necroSpyder,GOLD_3,12,upgHpC006,Common
necroSpyder,GOLD_3,6,upgHpC009,Common
necroSpyder,GOLD_3,6,upgHpC014,Common
necroSpyder,GOLD_3,6,upgArmE008,Epic
necroSpyder,GOLD_3,3,upgHpE015,Epic
necroSpyder,GOLD_3,2,upgHpE017,Epic
necroSpyder,GOLD_3,18,upgHpL010,Legendary
necroSpyder,GOLD_3,8,upgArmR006,Rare
necroSpyder,GOLD_3,4,upgArmR015,Rare
necroSpyder,GOLD_3,9,upgDmgR006,Rare
necroSpyder,GOLD_3,18,upgHpR011,Rare
necroSpyder,GOLD_3,6,upgHpR014,Rare
necroSpyder,GOLD_3,12,upgHpR019,Rare
necroSpyder,GOLD_3,5,upgArmU006,Uncommon
necroSpyder,GOLD_3,2,upgArmU014,Uncommon
necroSpyder,GOLD_3,12,upgDmgU004,Uncommon
necroSpyder,GOLD_3,12,upgDmgU010,Uncommon
necroSpyder,GOLD_3,10,upgDmgU014,Uncommon
necroSpyder,GOLD_3,8,upgHpU014,Uncommon
necroSpyder,GOLD_3,6,upgHpU016,Uncommon
necroSpyder,DIAMOND_1,12,upgArmC011,Common
necroSpyder,DIAMOND_1,4,upgDmgC005,Common
necroSpyder,DIAMOND_1,12,upgDmgC007,Common
necroSpyder,DIAMOND_1,6,upgDmgC008,Common
necroSpyder,DIAMOND_1,6,upgDmgC009,Common
necroSpyder,DIAMOND_1,14,upgDmgC015,Common
necroSpyder,DIAMOND_1,12,upgHpC009,Common
necroSpyder,DIAMOND_1,12,upgHpC017,Common
necroSpyder,DIAMOND_1,17,upgArmE008,Epic
necroSpyder,DIAMOND_1,27,upgHpL010,Legendary
necroSpyder,DIAMOND_1,9,upgDmgR006,Rare
necroSpyder,DIAMOND_1,6,upgHpR014,Rare
necroSpyder,DIAMOND_1,12,upgArmU006,Uncommon
necroSpyder,DIAMOND_1,15,upgArmU014,Uncommon
necroSpyder,DIAMOND_1,10,upgDmgU004,Uncommon
necroSpyder,DIAMOND_1,10,upgDmgU009,Uncommon
necroSpyder,DIAMOND_1,2,upgDmgU010,Uncommon
necroSpyder,DIAMOND_1,3,upgHpU014,Uncommon
necroSpyder,DIAMOND_1,6,upgHpU016,Uncommon
necroSpyder,DIAMOND_1,10,upgHpU017,Uncommon
necroSpyder,DIAMOND_2,12,upgArmC005,Common
necroSpyder,DIAMOND_2,8,upgArmC011,Common
necroSpyder,DIAMOND_2,8,upgArmC012,Common
necroSpyder,DIAMOND_2,12,upgDmgC001,Common
necroSpyder,DIAMOND_2,4,upgDmgC007,Common
necroSpyder,DIAMOND_2,6,upgDmgC009,Common
necroSpyder,DIAMOND_2,12,upgHpC009,Common
necroSpyder,DIAMOND_2,6,upgHpC017,Common
necroSpyder,DIAMOND_2,15,upgArmE008,Epic
necroSpyder,DIAMOND_2,7,upgHpE017,Epic
necroSpyder,DIAMOND_2,27,upgHpL010,Legendary
necroSpyder,DIAMOND_2,8,upgArmR006,Rare
necroSpyder,DIAMOND_2,12,upgDmgR005,Rare
necroSpyder,DIAMOND_2,9,upgDmgR006,Rare
necroSpyder,DIAMOND_2,10,upgArmU002,Uncommon
necroSpyder,DIAMOND_2,22,upgArmU006,Uncommon
necroSpyder,DIAMOND_2,12,upgDmgU010,Uncommon
necroSpyder,DIAMOND_2,3,upgHpU014,Uncommon
necroSpyder,DIAMOND_2,5,upgHpU017,Uncommon
necroSpyder,DIAMOND_3,6,upgDmgC008,Common
necroSpyder,DIAMOND_3,6,upgDmgC009,Common
necroSpyder,DIAMOND_3,6,upgHpC009,Common
necroSpyder,DIAMOND_3,6,upgArmE008,Epic
necroSpyder,DIAMOND_3,8,upgArmE010,Epic
necroSpyder,DIAMOND_3,8,upgDmgE004,Epic
necroSpyder,DIAMOND_3,8,upgHpE012,Epic
necroSpyder,DIAMOND_3,8,upgArmL203,Legendary
necroSpyder,DIAMOND_3,16,upgArmL204,Legendary
necroSpyder,DIAMOND_3,8,upgDmgL003,Legendary
necroSpyder,DIAMOND_3,16,upgDmgL204,Legendary
necroSpyder,DIAMOND_3,18,upgHpL010,Legendary
necroSpyder,DIAMOND_3,9,upgDmgR006,Rare
necroSpyder,DIAMOND_3,18,upgHpR011,Rare
necroSpyder,DIAMOND_3,6,upgHpR014,Rare
necroSpyder,DIAMOND_3,5,upgArmU006,Uncommon
necroSpyder,DIAMOND_3,2,upgDmgU010,Uncommon
necroSpyder,DIAMOND_3,3,upgHpU014,Uncommon
necroSpyder,DIAMOND_3,6,upgHpU016,Uncommon
necroSpyder,ADAMANTINE_1,12,upgArmC013,Common
necroSpyder,ADAMANTINE_1,6,upgDmgC005,Common
necroSpyder,ADAMANTINE_1,12,upgDmgC008,Common
necroSpyder,ADAMANTINE_1,6,upgHpC013,Common
necroSpyder,ADAMANTINE_1,13,upgArmE010,Epic
necroSpyder,ADAMANTINE_1,8,upgDmgE004,Epic
necroSpyder,ADAMANTINE_1,7,upgDmgE010,Epic
necroSpyder,ADAMANTINE_1,8,upgHpE012,Epic
necroSpyder,ADAMANTINE_1,11,upgArmL203,Legendary
necroSpyder,ADAMANTINE_1,16,upgArmL204,Legendary
necroSpyder,ADAMANTINE_1,8,upgDmgL003,Legendary
necroSpyder,ADAMANTINE_1,19,upgDmgL204,Legendary
necroSpyder,ADAMANTINE_1,12,upgHpM004,Mythic
necroSpyder,ADAMANTINE_1,7,upgHpR002,Rare
necroSpyder,ADAMANTINE_1,18,upgHpR011,Rare
necroSpyder,ADAMANTINE_1,6,upgHpR014,Rare
necroSpyder,ADAMANTINE_1,15,upgArmU009,Uncommon
necroSpyder,ADAMANTINE_1,10,upgDmgU011,Uncommon
necroSpyder,ADAMANTINE_1,6,upgHpU016,Uncommon
necroWarden,STONE_2,1,upgArmC003,Common
necroWarden,STONE_2,1,upgArmC004,Common
necroWarden,STONE_2,1,upgDmgC001,Common
necroWarden,STONE_2,1,upgDmgC008,Common
necroWarden,STONE_2,1,upgHpC008,Common
necroWarden,STONE_2,1,upgHpU001,Uncommon
necroWarden,STONE_3,1,upgArmC004,Common
necroWarden,STONE_3,1,upgArmC005,Common
necroWarden,STONE_3,1,upgDmgC003,Common
necroWarden,STONE_3,1,upgHpC008,Common
necroWarden,STONE_3,1,upgDmgU003,Uncommon
necroWarden,STONE_3,1,upgHpU007,Uncommon
necroWarden,IRON_1,1,upgArmC005,Common
necroWarden,IRON_1,6,upgDmgC001,Common
necroWarden,IRON_1,1,upgDmgR002,Rare
necroWarden,IRON_1,1,upgArmU002,Uncommon
necroWarden,IRON_1,1,upgHpU001,Uncommon
necroWarden,IRON_1,1,upgHpU007,Uncommon
necroWarden,IRON_2,6,upgArmC004,Common
necroWarden,IRON_2,6,upgArmC005,Common
necroWarden,IRON_2,1,upgDmgR002,Rare
necroWarden,IRON_2,1,upgHpR002,Rare
necroWarden,IRON_2,1,upgDmgU010,Uncommon
necroWarden,IRON_2,1,upgHpU007,Uncommon
necroWarden,IRON_3,12,upgArmC005,Common
necroWarden,IRON_3,12,upgHpC009,Common
necroWarden,IRON_3,1,upgDmgR003,Rare
necroWarden,IRON_3,10,upgArmU006,Uncommon
necroWarden,IRON_3,1,upgDmgU003,Uncommon
necroWarden,BRONZE_1,6,upgArmC004,Common
necroWarden,BRONZE_1,10,upgArmC005,Common
necroWarden,BRONZE_1,2,upgDmgC005,Common
necroWarden,BRONZE_1,4,upgDmgC015,Common
necroWarden,BRONZE_1,12,upgHpC009,Common
necroWarden,BRONZE_1,1,upgDmgR009,Rare
necroWarden,BRONZE_1,4,upgHpR014,Rare
necroWarden,BRONZE_1,15,upgArmU006,Uncommon
necroWarden,BRONZE_2,6,upgArmC005,Common
necroWarden,BRONZE_2,10,upgArmC012,Common
necroWarden,BRONZE_2,2,upgDmgC007,Common
necroWarden,BRONZE_2,6,upgHpC009,Common
necroWarden,BRONZE_2,1,upgDmgR009,Rare
necroWarden,BRONZE_2,1,upgHpR011,Rare
necroWarden,BRONZE_2,5,upgArmU002,Uncommon
necroWarden,BRONZE_2,10,upgArmU006,Uncommon
necroWarden,BRONZE_2,5,upgDmgU010,Uncommon
necroWarden,BRONZE_3,10,upgArmC005,Common
necroWarden,BRONZE_3,6,upgDmgC003,Common
necroWarden,BRONZE_3,6,upgDmgC009,Common
necroWarden,BRONZE_3,6,upgHpC009,Common
necroWarden,BRONZE_3,1,upgArmR006,Rare
necroWarden,BRONZE_3,9,upgHpR011,Rare
necroWarden,BRONZE_3,4,upgHpR014,Rare
necroWarden,BRONZE_3,10,upgArmU006,Uncommon
necroWarden,BRONZE_3,5,upgDmgU009,Uncommon
necroWarden,BRONZE_3,2,upgDmgU010,Uncommon
necroWarden,BRONZE_3,3,upgHpU014,Uncommon
necroWarden,SILVER_1,6,upgArmC003,Common
necroWarden,SILVER_1,6,upgArmC005,Common
necroWarden,SILVER_1,2,upgDmgC005,Common
necroWarden,SILVER_1,6,upgDmgC009,Common
necroWarden,SILVER_1,4,upgDmgC015,Common
necroWarden,SILVER_1,10,upgHpC014,Common
necroWarden,SILVER_1,1,upgHpL010,Legendary
necroWarden,SILVER_1,6,upgArmR006,Rare
necroWarden,SILVER_1,4,upgDmgR003,Rare
necroWarden,SILVER_1,6,upgDmgR005,Rare
necroWarden,SILVER_1,6,upgArmU002,Uncommon
necroWarden,SILVER_1,6,upgArmU006,Uncommon
necroWarden,SILVER_1,5,upgDmgU004,Uncommon
necroWarden,SILVER_1,2,upgDmgU010,Uncommon
necroWarden,SILVER_1,8,upgHpU014,Uncommon
necroWarden,SILVER_2,6,upgArmC004,Common
necroWarden,SILVER_2,4,upgArmC011,Common
necroWarden,SILVER_2,4,upgArmC012,Common
necroWarden,SILVER_2,2,upgDmgC007,Common
necroWarden,SILVER_2,6,upgDmgC008,Common
necroWarden,SILVER_2,6,upgDmgC009,Common
necroWarden,SILVER_2,4,upgHpC014,Common
necroWarden,SILVER_2,1,upgArmE008,Epic
necroWarden,SILVER_2,4,upgArmR006,Rare
necroWarden,SILVER_2,4,upgDmgR003,Rare
necroWarden,SILVER_2,9,upgHpR011,Rare
necroWarden,SILVER_2,6,upgHpR014,Rare
necroWarden,SILVER_2,6,upgHpR019,Rare
necroWarden,SILVER_2,6,upgDmgU004,Uncommon
necroWarden,SILVER_2,7,upgDmgU010,Uncommon
necroWarden,SILVER_2,3,upgHpU014,Uncommon
necroWarden,SILVER_2,6,upgHpU016,Uncommon
necroWarden,SILVER_3,6,upgArmC003,Common
necroWarden,SILVER_3,4,upgArmC011,Common
necroWarden,SILVER_3,6,upgDmgC003,Common
necroWarden,SILVER_3,12,upgDmgC009,Common
necroWarden,SILVER_3,4,upgDmgC012,Common
necroWarden,SILVER_3,14,upgHpC014,Common
necroWarden,SILVER_3,1,upgArmE008,Epic
necroWarden,SILVER_3,2,upgArmE010,Epic
necroWarden,SILVER_3,10,upgArmR006,Rare
necroWarden,SILVER_3,4,upgArmR015,Rare
necroWarden,SILVER_3,8,upgDmgR003,Rare
necroWarden,SILVER_3,9,upgHpR011,Rare
necroWarden,SILVER_3,6,upgArmU002,Uncommon
necroWarden,SILVER_3,5,upgDmgU009,Uncommon
necroWarden,SILVER_3,4,upgDmgU010,Uncommon
necroWarden,SILVER_3,11,upgHpU014,Uncommon
necroWarden,GOLD_1,12,upgArmC004,Common
necroWarden,GOLD_1,6,upgArmC005,Common
necroWarden,GOLD_1,4,upgDmgC005,Common
necroWarden,GOLD_1,12,upgDmgC007,Common
necroWarden,GOLD_1,12,upgDmgC008,Common
necroWarden,GOLD_1,6,upgDmgC009,Common
necroWarden,GOLD_1,8,upgDmgC015,Common
necroWarden,GOLD_1,4,upgHpC014,Common
necroWarden,GOLD_1,12,upgHpC017,Common
necroWarden,GOLD_1,3,upgHpE015,Epic
necroWarden,GOLD_1,4,upgDmgR003,Rare
necroWarden,GOLD_1,6,upgDmgR005,Rare
necroWarden,GOLD_1,18,upgHpR011,Rare
necroWarden,GOLD_1,12,upgHpR014,Rare
necroWarden,GOLD_1,12,upgHpR019,Rare
necroWarden,GOLD_1,8,upgArmU006,Uncommon
necroWarden,GOLD_1,22,upgDmgU004,Uncommon
necroWarden,GOLD_1,10,upgDmgU009,Uncommon
necroWarden,GOLD_1,2,upgDmgU010,Uncommon
necroWarden,GOLD_1,3,upgHpU014,Uncommon
necroWarden,GOLD_1,12,upgHpU016,Uncommon
necroWarden,GOLD_1,10,upgHpU017,Uncommon
necroWarden,GOLD_2,12,upgArmC005,Common
necroWarden,GOLD_2,24,upgArmC011,Common
necroWarden,GOLD_2,8,upgArmC012,Common
necroWarden,GOLD_2,4,upgDmgC007,Common
necroWarden,GOLD_2,12,upgDmgC009,Common
necroWarden,GOLD_2,6,upgDmgC015,Common
necroWarden,GOLD_2,12,upgHpC006,Common
necroWarden,GOLD_2,6,upgHpC009,Common
necroWarden,GOLD_2,14,upgHpC014,Common
necroWarden,GOLD_2,14,upgArmE008,Epic
necroWarden,GOLD_2,2,upgArmE010,Epic
necroWarden,GOLD_2,2,upgHpE017,Epic
necroWarden,GOLD_2,9,upgHpL010,Legendary
necroWarden,GOLD_2,8,upgArmR006,Rare
necroWarden,GOLD_2,4,upgArmR015,Rare
necroWarden,GOLD_2,8,upgDmgR003,Rare
necroWarden,GOLD_2,12,upgDmgR005,Rare
necroWarden,GOLD_2,17,upgArmU006,Uncommon
necroWarden,GOLD_2,17,upgArmU014,Uncommon
necroWarden,GOLD_2,14,upgDmgU010,Uncommon
necroWarden,GOLD_2,10,upgDmgU014,Uncommon
necroWarden,GOLD_2,11,upgHpU014,Uncommon
necroWarden,GOLD_3,12,upgArmC004,Common
necroWarden,GOLD_3,12,upgArmC011,Common
necroWarden,GOLD_3,8,upgArmC012,Common
necroWarden,GOLD_3,4,upgDmgC007,Common
necroWarden,GOLD_3,6,upgDmgC008,Common
necroWarden,GOLD_3,6,upgDmgC009,Common
necroWarden,GOLD_3,12,upgHpC006,Common
necroWarden,GOLD_3,6,upgHpC009,Common
necroWarden,GOLD_3,6,upgHpC014,Common
necroWarden,GOLD_3,6,upgArmE008,Epic
necroWarden,GOLD_3,3,upgHpE015,Epic
necroWarden,GOLD_3,2,upgHpE017,Epic
necroWarden,GOLD_3,18,upgHpL010,Legendary
necroWarden,GOLD_3,8,upgArmR006,Rare
necroWarden,GOLD_3,4,upgArmR015,Rare
necroWarden,GOLD_3,9,upgDmgR006,Rare
necroWarden,GOLD_3,18,upgHpR011,Rare
necroWarden,GOLD_3,6,upgHpR014,Rare
necroWarden,GOLD_3,12,upgHpR019,Rare
necroWarden,GOLD_3,5,upgArmU006,Uncommon
necroWarden,GOLD_3,2,upgArmU014,Uncommon
necroWarden,GOLD_3,12,upgDmgU004,Uncommon
necroWarden,GOLD_3,12,upgDmgU010,Uncommon
necroWarden,GOLD_3,10,upgDmgU014,Uncommon
necroWarden,GOLD_3,8,upgHpU014,Uncommon
necroWarden,GOLD_3,6,upgHpU016,Uncommon
necroWarden,DIAMOND_1,12,upgArmC011,Common
necroWarden,DIAMOND_1,4,upgDmgC005,Common
necroWarden,DIAMOND_1,12,upgDmgC007,Common
necroWarden,DIAMOND_1,6,upgDmgC008,Common
necroWarden,DIAMOND_1,6,upgDmgC009,Common
necroWarden,DIAMOND_1,14,upgDmgC015,Common
necroWarden,DIAMOND_1,12,upgHpC009,Common
necroWarden,DIAMOND_1,12,upgHpC017,Common
necroWarden,DIAMOND_1,17,upgArmE008,Epic
necroWarden,DIAMOND_1,27,upgHpL010,Legendary
necroWarden,DIAMOND_1,9,upgDmgR006,Rare
necroWarden,DIAMOND_1,6,upgHpR014,Rare
necroWarden,DIAMOND_1,12,upgArmU006,Uncommon
necroWarden,DIAMOND_1,15,upgArmU014,Uncommon
necroWarden,DIAMOND_1,10,upgDmgU004,Uncommon
necroWarden,DIAMOND_1,10,upgDmgU009,Uncommon
necroWarden,DIAMOND_1,2,upgDmgU010,Uncommon
necroWarden,DIAMOND_1,3,upgHpU014,Uncommon
necroWarden,DIAMOND_1,6,upgHpU016,Uncommon
necroWarden,DIAMOND_1,10,upgHpU017,Uncommon
necroWarden,DIAMOND_2,12,upgArmC005,Common
necroWarden,DIAMOND_2,8,upgArmC011,Common
necroWarden,DIAMOND_2,8,upgArmC012,Common
necroWarden,DIAMOND_2,12,upgDmgC001,Common
necroWarden,DIAMOND_2,4,upgDmgC007,Common
necroWarden,DIAMOND_2,6,upgDmgC009,Common
necroWarden,DIAMOND_2,12,upgHpC009,Common
necroWarden,DIAMOND_2,6,upgHpC017,Common
necroWarden,DIAMOND_2,15,upgArmE008,Epic
necroWarden,DIAMOND_2,7,upgHpE017,Epic
necroWarden,DIAMOND_2,27,upgHpL010,Legendary
necroWarden,DIAMOND_2,8,upgArmR006,Rare
necroWarden,DIAMOND_2,12,upgDmgR005,Rare
necroWarden,DIAMOND_2,9,upgDmgR006,Rare
necroWarden,DIAMOND_2,10,upgArmU002,Uncommon
necroWarden,DIAMOND_2,22,upgArmU006,Uncommon
necroWarden,DIAMOND_2,12,upgDmgU010,Uncommon
necroWarden,DIAMOND_2,3,upgHpU014,Uncommon
necroWarden,DIAMOND_2,5,upgHpU017,Uncommon
necroWarden,DIAMOND_3,6,upgDmgC008,Common
necroWarden,DIAMOND_3,6,upgDmgC009,Common
necroWarden,DIAMOND_3,6,upgHpC009,Common
necroWarden,DIAMOND_3,6,upgArmE008,Epic
necroWarden,DIAMOND_3,8,upgArmE010,Epic
necroWarden,DIAMOND_3,8,upgDmgE004,Epic
necroWarden,DIAMOND_3,8,upgHpE012,Epic
necroWarden,DIAMOND_3,8,upgArmL203,Legendary
necroWarden,DIAMOND_3,16,upgArmL204,Legendary
necroWarden,DIAMOND_3,8,upgDmgL003,Legendary
necroWarden,DIAMOND_3,16,upgDmgL204,Legendary
necroWarden,DIAMOND_3,18,upgHpL010,Legendary
necroWarden,DIAMOND_3,9,upgDmgR006,Rare
necroWarden,DIAMOND_3,18,upgHpR011,Rare
necroWarden,DIAMOND_3,6,upgHpR014,Rare
necroWarden,DIAMOND_3,5,upgArmU006,Uncommon
necroWarden,DIAMOND_3,2,upgDmgU010,Uncommon
necroWarden,DIAMOND_3,3,upgHpU014,Uncommon
necroWarden,DIAMOND_3,6,upgHpU016,Uncommon
necroWarden,ADAMANTINE_1,12,upgArmC013,Common
necroWarden,ADAMANTINE_1,6,upgDmgC005,Common
necroWarden,ADAMANTINE_1,12,upgDmgC008,Common
necroWarden,ADAMANTINE_1,6,upgHpC013,Common
necroWarden,ADAMANTINE_1,13,upgArmE010,Epic
necroWarden,ADAMANTINE_1,8,upgDmgE004,Epic
necroWarden,ADAMANTINE_1,7,upgDmgE010,Epic
necroWarden,ADAMANTINE_1,8,upgHpE012,Epic
necroWarden,ADAMANTINE_1,11,upgArmL203,Legendary
necroWarden,ADAMANTINE_1,16,upgArmL204,Legendary
necroWarden,ADAMANTINE_1,8,upgDmgL003,Legendary
necroWarden,ADAMANTINE_1,19,upgDmgL204,Legendary
necroWarden,ADAMANTINE_1,12,upgHpM004,Mythic
necroWarden,ADAMANTINE_1,7,upgHpR002,Rare
necroWarden,ADAMANTINE_1,18,upgHpR011,Rare
necroWarden,ADAMANTINE_1,6,upgHpR014,Rare
necroWarden,ADAMANTINE_1,15,upgArmU009,Uncommon
necroWarden,ADAMANTINE_1,10,upgDmgU011,Uncommon
necroWarden,ADAMANTINE_1,6,upgHpU016,Uncommon
orksBigMek,STONE_2,1,upgArmC003,Common
orksBigMek,STONE_2,1,upgArmC012,Common
orksBigMek,STONE_2,1,upgDmgC009,Common
orksBigMek,STONE_2,1,upgDmgC014,Common
orksBigMek,STONE_2,1,upgHpC002,Common
orksBigMek,STONE_2,1,upgHpC014,Common
orksBigMek,STONE_3,1,upgArmC003,Common
orksBigMek,STONE_3,1,upgDmgC012,Common
orksBigMek,STONE_3,1,upgHpC008,Common
orksBigMek,STONE_3,1,upgHpC015,Common
orksBigMek,STONE_3,1,upgArmU002,Uncommon
orksBigMek,STONE_3,1,upgDmgU009,Uncommon
orksBigMek,IRON_1,1,upgArmC003,Common
orksBigMek,IRON_1,6,upgDmgC001,Common
orksBigMek,IRON_1,1,upgHpC008,Common
orksBigMek,IRON_1,1,upgHpC013,Common
orksBigMek,IRON_1,1,upgArmU002,Uncommon
orksBigMek,IRON_1,1,upgDmgU009,Uncommon
orksBigMek,IRON_2,6,upgArmC004,Common
orksBigMek,IRON_2,2,upgDmgC012,Common
orksBigMek,IRON_2,4,upgDmgC014,Common
orksBigMek,IRON_2,1,upgArmU012,Uncommon
orksBigMek,IRON_2,1,upgDmgU010,Uncommon
orksBigMek,IRON_2,1,upgHpU012,Uncommon
orksBigMek,IRON_2,1,upgHpU015,Uncommon
orksBigMek,IRON_3,6,upgArmC004,Common
orksBigMek,IRON_3,6,upgDmgC001,Common
orksBigMek,IRON_3,6,upgDmgC009,Common
orksBigMek,IRON_3,1,upgHpR019,Rare
orksBigMek,IRON_3,11,upgArmU002,Uncommon
orksBigMek,IRON_3,1,upgHpU014,Uncommon
orksBigMek,BRONZE_1,6,upgArmC004,Common
orksBigMek,BRONZE_1,2,upgDmgC012,Common
orksBigMek,BRONZE_1,4,upgDmgC014,Common
orksBigMek,BRONZE_1,6,upgHpC014,Common
orksBigMek,BRONZE_1,1,upgArmR006,Rare
orksBigMek,BRONZE_1,1,upgDmgR026,Rare
orksBigMek,BRONZE_1,1,upgHpR001,Rare
orksBigMek,BRONZE_1,5,upgHpU014,Uncommon
orksBigMek,BRONZE_2,6,upgArmC004,Common
orksBigMek,BRONZE_2,6,upgArmC012,Common
orksBigMek,BRONZE_2,6,upgDmgC009,Common
orksBigMek,BRONZE_2,6,upgHpC014,Common
orksBigMek,BRONZE_2,1,upgDmgR006,Rare
orksBigMek,BRONZE_2,1,upgHpR010,Rare
orksBigMek,BRONZE_2,10,upgArmU002,Uncommon
orksBigMek,BRONZE_2,2,upgDmgU010,Uncommon
orksBigMek,BRONZE_2,8,upgHpU014,Uncommon
orksBigMek,BRONZE_3,6,upgArmC004,Common
orksBigMek,BRONZE_3,6,upgDmgC003,Common
orksBigMek,BRONZE_3,6,upgDmgC009,Common
orksBigMek,BRONZE_3,6,upgDmgC010,Common
orksBigMek,BRONZE_3,4,upgHpC014,Common
orksBigMek,BRONZE_3,1,upgArmR026,Rare
orksBigMek,BRONZE_3,4,upgDmgR003,Rare
orksBigMek,BRONZE_3,9,upgHpR010,Rare
orksBigMek,BRONZE_3,5,upgArmU002,Uncommon
orksBigMek,BRONZE_3,5,upgArmU008,Uncommon
orksBigMek,BRONZE_3,5,upgDmgU009,Uncommon
orksBigMek,BRONZE_3,2,upgDmgU010,Uncommon
orksBigMek,BRONZE_3,3,upgHpU014,Uncommon
orksBigMek,SILVER_1,6,upgArmC003,Common
orksBigMek,SILVER_1,2,upgDmgC012,Common
orksBigMek,SILVER_1,4,upgDmgC014,Common
orksBigMek,SILVER_1,6,upgHpC002,Common
orksBigMek,SILVER_1,6,upgArmR006,Rare
orksBigMek,SILVER_1,9,upgArmR026,Rare
orksBigMek,SILVER_1,6,upgDmgR006,Rare
orksBigMek,SILVER_1,9,upgDmgR026,Rare
orksBigMek,SILVER_1,1,upgHpR001,Rare
orksBigMek,SILVER_1,6,upgArmU002,Uncommon
orksBigMek,SILVER_1,5,upgDmgU019,Uncommon
orksBigMek,SILVER_1,6,upgHpU014,Uncommon
orksBigMek,SILVER_2,6,upgArmC004,Common
orksBigMek,SILVER_2,6,upgDmgC008,Common
orksBigMek,SILVER_2,1,upgDmgE004,Epic
orksBigMek,SILVER_2,9,upgArmR026,Rare
orksBigMek,SILVER_2,9,upgDmgR026,Rare
orksBigMek,SILVER_2,9,upgHpR010,Rare
orksBigMek,SILVER_2,6,upgHpR014,Rare
orksBigMek,SILVER_2,6,upgHpR019,Rare
orksBigMek,SILVER_2,6,upgDmgU004,Uncommon
orksBigMek,SILVER_2,6,upgHpU016,Uncommon
orksBigMek,SILVER_3,12,upgArmC003,Common
orksBigMek,SILVER_3,4,upgDmgC012,Common
orksBigMek,SILVER_3,8,upgDmgC014,Common
orksBigMek,SILVER_3,6,upgHpC002,Common
orksBigMek,SILVER_3,1,upgDmgE004,Epic
orksBigMek,SILVER_3,12,upgArmR006,Rare
orksBigMek,SILVER_3,18,upgArmR026,Rare
orksBigMek,SILVER_3,6,upgDmgR006,Rare
orksBigMek,SILVER_3,18,upgDmgR026,Rare
orksBigMek,SILVER_3,9,upgHpR010,Rare
orksBigMek,SILVER_3,12,upgArmU002,Uncommon
orksBigMek,SILVER_3,10,upgDmgU019,Uncommon
orksBigMek,SILVER_3,6,upgHpU014,Uncommon
orksBigMek,GOLD_1,12,upgArmC004,Common
orksBigMek,GOLD_1,4,upgDmgC005,Common
orksBigMek,GOLD_1,12,upgDmgC007,Common
orksBigMek,GOLD_1,12,upgDmgC008,Common
orksBigMek,GOLD_1,8,upgDmgC015,Common
orksBigMek,GOLD_1,12,upgHpC017,Common
orksBigMek,GOLD_1,3,upgHpE015,Epic
orksBigMek,GOLD_1,9,upgArmR026,Rare
orksBigMek,GOLD_1,9,upgDmgR026,Rare
orksBigMek,GOLD_1,18,upgHpR010,Rare
orksBigMek,GOLD_1,12,upgHpR014,Rare
orksBigMek,GOLD_1,12,upgHpR019,Rare
orksBigMek,GOLD_1,2,upgArmU006,Uncommon
orksBigMek,GOLD_1,22,upgDmgU004,Uncommon
orksBigMek,GOLD_1,10,upgDmgU009,Uncommon
orksBigMek,GOLD_1,12,upgHpU016,Uncommon
orksBigMek,GOLD_1,10,upgHpU017,Uncommon
orksBigMek,GOLD_2,6,upgArmC003,Common
orksBigMek,GOLD_2,12,upgArmC011,Common
orksBigMek,GOLD_2,12,upgDmgC009,Common
orksBigMek,GOLD_2,18,upgDmgC010,Common
orksBigMek,GOLD_2,4,upgDmgC012,Common
orksBigMek,GOLD_2,8,upgDmgC014,Common
orksBigMek,GOLD_2,6,upgDmgC015,Common
orksBigMek,GOLD_2,6,upgHpC002,Common
orksBigMek,GOLD_2,8,upgHpC014,Common
orksBigMek,GOLD_2,5,upgArmE008,Epic
orksBigMek,GOLD_2,2,upgArmE010,Epic
